flow_id,time,flow_size,flow_qos,source_id,destination_id
126,0.240656767351394,9789.19119014313,none,1,3
127,0.241279080082857,1950.50150151009,none,1,7
128,0.244183970067391,5927.67801727548,none,1,2
129,0.244674165141777,6157.99298785377,none,1,7
130,0.244707923345159,7796.30126066633,none,1,7
131,0.244814647185635,4754.02844771559,none,1,6
132,0.247407257423472,4663.31422957798,none,1,2
133,0.247816451464225,327.024683101041,none,1,6
134,0.250623041010083,4717.53989753164,none,1,3
135,0.252819776661666,5053.92851105026,none,1,8
136,0.253777107330868,2898.01094071028,none,1,4
137,0.257245023754143,2181.50030157353,none,1,5
138,0.258245502460242,12792.8701835873,none,1,7
139,0.259210080682736,9457.77808633115,none,1,4
140,0.264370088262102,6125.27140017041,none,1,8
141,0.264429354351731,6694.65040682885,none,1,8
142,0.265619624903751,605.322915521216,none,1,3
143,0.266182160897894,4625.80898443716,none,1,6
144,0.268427832081685,2926.37741491493,none,1,5
145,0.268481422294969,1675.03379869025,none,1,7
146,0.272692905062385,8001.14101566229,none,1,7
147,0.276837213258269,6147.18903079724,none,1,8
148,0.278373878053421,13867.444562644,none,1,6
149,0.284948225531592,1494.85014108592,none,1,7
150,0.284975183521313,4766.05726267825,none,1,6
151,0.287488659894214,6880.31157224431,none,1,8
152,0.288859502457257,9876.7228860084,none,1,4
153,0.289354771057404,9113.7260594196,none,1,6
154,0.290608993728113,11481.9547738015,none,1,6
155,0.291501484261535,7211.96745099912,none,1,5
156,0.294565511702207,1913.96457785222,none,1,5
157,0.300400941512628,8309.22077471557,none,1,5
158,0.301987514131523,8792.13084712559,none,1,3
159,0.305865037430095,8234.52042708287,none,1,2
160,0.311179965188749,1983.52779395832,none,1,3
161,0.312745728674232,17147.3886909679,none,1,8
162,0.315575260902471,6150.17358611997,none,1,8
163,0.316439155820796,3106.57811652493,none,1,2
164,0.316834055978891,8531.42019871146,none,1,4
165,0.317971141388341,5808.77609919745,none,1,8
166,0.318210798593796,3547.00778910225,none,1,5
167,0.319936660810599,6443.75602269104,none,1,8
168,0.324089603971715,7934.4522570244,none,1,8
169,0.32893490433644,3364.0563266154,none,1,5
170,0.329440538022848,5931.26847348694,none,1,3
171,0.330296154078283,3622.43088521718,none,1,3
172,0.332139944790372,4785.08242281723,none,1,7
173,0.334827804386358,39.0056327601219,none,1,5
174,0.334993468043208,8928.13535279176,none,1,7
175,0.335041174601667,4540.16469841648,none,1,7
176,0.336074306197393,4164162.31406274,none,1,5
177,0.338325934563891,3612.22926425698,none,1,5
178,0.338559574900952,2761.6831913302,none,1,7
179,0.351340202420411,23170.968793763,none,1,6
180,0.358424029305707,5961.49063474474,none,1,6
181,0.359199675429838,7946.15461295248,none,1,5
182,0.361975455776224,3963.11218036206,none,1,3
183,0.362850647802248,3727.09615567196,none,1,3
184,0.363889699713453,9129.43147645987,none,1,2
185,0.366006833834753,9881.23595684946,none,1,7
186,0.372937668412945,5401.86012183392,none,1,3
187,0.373299981273057,4628.03963185086,none,1,3
188,0.373600267673113,5266.3923767616,none,1,4
189,0.374019808460293,659.275878602977,none,1,8
190,0.374582292920095,5523.03938115626,none,1,3
191,0.375700938284253,4456.83162323329,none,1,2
192,0.376199046586394,1168.30638379685,none,1,6
193,0.378788438439573,4718.95086635154,none,1,3
194,0.38026052453937,5483.88453357501,none,1,3
195,0.381404611409498,9842.40757437482,none,1,2
196,0.384726934792739,5538.85696618681,none,1,7
197,0.385521548039218,5443.42222344216,none,1,8
198,0.391003398050374,7236275.34585607,none,1,4
199,0.393892636785701,4057.25190607115,none,1,8
200,0.397496875011213,10524.9897419596,none,1,7
201,0.397783213812044,5111.16926712574,none,1,8
202,0.402121225777972,27466.7620241656,none,1,3
203,0.404025417591996,11499.3582019836,none,1,6
204,0.405977350359625,5916.72316138667,none,1,2
205,0.408942107622943,8217.12021629623,none,1,6
206,0.409790717088615,5973.67363434105,none,1,5
207,0.410497741062277,1462.80120997869,none,1,4
208,0.412553166768365,5022.98283985961,none,1,7
209,0.41536563291211,8856.21519482879,none,1,8
210,0.417788895724657,5959.29159152397,none,1,2
211,0.421109064251459,1250.35874268513,none,1,6
212,0.426732151358256,4718.98424706197,none,1,2
213,0.42702797433793,15457.1399860899,none,1,2
214,0.427163839993161,59.146892394711,none,1,8
215,0.428928177950642,241.041833943408,none,1,5
216,0.431421783505659,1811.08255117356,none,1,5
217,0.43369804279153,9818.02613227996,none,1,5
218,0.438043103570809,1998.73050325869,none,1,7
219,0.440989233578642,3688.24013448738,none,1,5
220,0.441528801411692,638.489402476386,none,1,8
221,0.444121928742415,7135.00906957698,none,1,4
222,0.444576641400322,1224.31998953254,none,1,8
223,0.445943441988401,6737.96228522107,none,1,8
224,0.446519019468661,1195.33248726412,none,1,5
225,0.448119869769282,6715.07882212409,none,1,5
226,0.451818105652538,493422.844249154,none,1,4
227,0.455223563968907,8882.24364865306,none,1,2
228,0.460586549232036,20815.0249949552,none,1,5
229,0.462031003904549,467380.509979755,none,1,6
230,0.46344276062695,3812861.68277646,none,1,8
231,0.465018092154452,1246.15858284745,none,1,2
232,0.465374661712096,1165.43765448693,none,1,2
233,0.465601391155663,7553.29453641193,none,1,4
234,0.467382167946371,951.992976830304,none,1,5
235,0.472576791774892,287.361532019284,none,1,3
236,0.479421857392779,3285.51345584893,none,1,5
237,0.480203919459413,2544.12939391219,none,1,2
238,0.481570946459353,2397.308549533,none,1,4
239,0.488281764145908,5070.85085624985,none,1,7
240,0.489429537926098,5795380.82787318,none,1,2
241,0.491940596494129,4374.22982425724,none,1,2
242,0.493088529190027,1669.79680756184,none,1,2
243,0.493097066430269,4261.30773238322,none,1,3
244,0.493773627137074,3655.29919421687,none,1,3
245,0.494269351587241,1581.16768171911,none,1,6
246,0.496818506946718,851.553475513621,none,1,3
247,0.497611407988997,13750.9325393555,none,1,4
248,0.498969064209404,3161.64728191146,none,1,2
249,0.500673840529866,1300.12297136374,none,1,4
250,0.500911092174546,10765.3392840819,none,1,4
251,0.501591701751505,3691.51994001053,none,1,2
252,0.505317955047,6433.5431008048,none,1,2
253,0.510181670804996,3320.60425260358,none,1,6
254,0.512443081946389,8381.06205111419,none,1,8
255,0.513435711082189,1570.830164545,none,1,5
256,0.514074153258361,1120.15462365234,none,1,8
257,0.514108964095518,263438.200636487,none,1,7
258,0.514153878645512,246.573131383932,none,1,7
259,0.514428004101575,640.091691974555,none,1,6
260,0.517553206664578,4997.3032197995,none,1,3
261,0.517626941605369,19897.7924746467,none,1,8
262,0.519688971994649,8602.84246484915,none,1,7
263,0.525479209553038,14628.1582252746,none,1,2
264,0.528041628928777,800.598056648665,none,1,6
265,0.531523667499002,2702.74837121228,none,1,5
266,0.534127815160777,1870.3942082729,none,1,5
267,0.53611036443628,3154.87535651124,none,1,8
268,0.537862188343603,3842.25238907527,none,1,8
269,0.538157090578577,1753.92112064348,none,1,5
270,0.538359030539399,1293.45043129044,none,1,5
271,0.542990336502477,4922.07711773951,none,1,7
272,0.550523346462562,6140.53708753065,none,1,5
273,0.552502484763563,2102.64517019002,none,1,4
274,0.553530959206877,5638.84961437431,none,1,3
275,0.554760037044261,7470.73723702005,none,1,3
276,0.561242385152478,53.2815124108452,none,1,6
277,0.562993433881832,6645.08622687257,none,1,2
278,0.564183298636551,5310.70943919822,none,1,6
279,0.571249435546768,7198.25095067929,none,1,4
280,0.57180920108714,7611.56702423517,none,1,6
281,0.573502581462162,6632.05041793887,none,1,2
282,0.573993911286898,4619.48258999857,none,1,4
283,0.574690740437981,1210.89181055729,none,1,2
284,0.575493746713204,7943.65830242491,none,1,4
285,0.577827983928578,2630.4071364675,none,1,6
286,0.58180226259111,5887.01456790621,none,1,8
287,0.581874840624283,406.318165760346,none,1,2
288,0.586403223034394,8556.72791704846,none,1,6
289,0.592228026356529,3197.96794025761,none,1,5
290,0.596226457327351,9607.30037048479,none,1,6
291,0.597474074972785,6274.48415736618,none,1,6
292,0.598642041883948,6180.55717403587,none,1,2
293,0.601447774841612,3217.71263230591,none,1,5
294,0.605680918905211,2393.11600299196,none,1,8
295,0.605681116267714,3233.10356676923,none,1,6
296,0.605800333541457,7429.77112707299,none,1,4
297,0.606009590920173,5060.85051321932,none,1,5
298,0.610420193135151,8831.24559766252,none,1,5
299,0.610536693099225,5393625.50872588,none,1,7
300,0.614662418109518,3180.2321009918,none,1,4
301,0.615093310812879,9754.0105697773,none,1,5
302,0.615483126902429,7477.35016923421,none,1,7
303,0.616397764173087,9642.5101091773,none,1,2
304,0.626191436708277,9733.50916580238,none,1,7
305,0.627764625034889,211.632837564191,none,1,7
306,0.628643211359284,8448.68251586047,none,1,3
307,0.629322423572425,6925.29702856532,none,1,5
308,0.6328733248604,1754.1610535342,none,1,7
309,0.633052497497596,940.584573194225,none,1,2
310,0.633506922974601,1747.10237723112,none,1,5
311,0.63826619086218,5081.18638274255,none,1,7
312,0.641209930023378,1001.64984201503,none,1,4
313,0.64258047585118,6317.57129865127,none,1,7
314,0.644144180011266,10604.3702927544,none,1,2
315,0.644390752308568,7586.54402324341,none,1,2
316,0.646409601491285,4591.26737301301,none,1,2
317,0.647287074007196,373.378229478593,none,1,2
318,0.651947050536989,7149.32649993848,none,1,8
319,0.655936638397326,7089.58424320098,none,1,2
320,0.656203784362939,5292.48859855154,none,1,3
321,0.657126405451569,13479.6893201057,none,1,6
322,0.658286289901312,1146.96671940803,none,1,4
323,0.659655245080119,5183552.62473319,none,1,3
324,0.661474445533441,9812.72524501267,none,1,7
325,0.666504710247465,9051.80899256185,none,1,8
326,0.668293587790917,7485.7439635283,none,1,6
327,0.668741566346455,3800.30820128715,none,1,5
328,0.671728858932468,8479.72378996762,none,1,6
329,0.67371817485052,5568.42866834024,none,1,7
330,0.677672706888621,2643.65525474125,none,1,4
331,0.685708885800093,4392.69501065823,none,1,6
332,0.685717463863006,2648.85378238699,none,1,3
333,0.687419853833784,3922.55533356468,none,1,6
334,0.695739859299359,1377.61526970655,none,1,4
335,0.700226633963781,2703.97165622101,none,1,8
336,0.700884090851916,3319.28201801058,none,1,4
337,0.701130801593005,592.940259463805,none,1,6
338,0.702618171951574,4328.51284059859,none,1,6
339,0.706129642256877,182.503693332006,none,1,3
340,0.707994013299443,3040.07618038828,none,1,6
341,0.71030701794658,603.452647994788,none,1,8
342,0.710675600674085,8819.42314024701,none,1,8
343,0.711486527335235,8983.24902851915,none,1,7
344,0.715119295376222,4644.96157770092,none,1,3
345,0.719295629212925,4250.57991965706,none,1,7
346,0.719834701804668,2164.91731222114,none,1,5
347,0.721627820746726,4357.99011958125,none,1,5
348,0.722542540540744,107.326816916031,none,1,5
349,0.724316147879874,9784.41138190753,none,1,3
350,0.725440144290543,3231.88447612204,none,1,2
351,0.725559545819868,5933.0756217941,none,1,4
352,0.730266875789292,3709.34832005436,none,1,6
353,0.755610064636114,3896.37162569801,none,1,7
354,0.755726738237637,6396.85315971319,none,1,8
355,0.758955355189666,1621339.82296414,none,1,4
356,0.75923145288523,8258.50172603096,none,1,4
357,0.760773498295909,1092.53054793228,none,1,4
358,0.770785828697682,3739.78139415266,none,1,2
359,0.773656761897706,5916.98002337647,none,1,5
360,0.778124802062077,4916.97821383799,none,1,5
361,0.781324877738178,60.8863379495143,none,1,3
362,0.78223471613647,1600.61815885114,none,1,4
363,0.787592437584356,9973.21466575487,none,1,3
364,0.788247452434393,19083.4194033268,none,1,5
365,0.790008352358315,17464.828573667,none,1,6
366,0.793104589036119,322.085935281811,none,1,3
367,0.793924396391501,7762.00448411706,none,1,2
368,0.797280021590939,3251.62135810577,none,1,8
369,0.802543539541585,31222.3886886447,none,1,4
370,0.80541254805811,2232811.94968954,none,1,5
371,0.806472340909953,5674.6826491502,none,1,2
372,0.808091458619019,1713.95249896445,none,1,6
373,0.815674066389531,1840.61093241228,none,1,3
374,0.816675584828325,1789915.67604338,none,1,5
375,0.817435814725029,4028.80251566578,none,1,8
376,0.817543908140013,2199.98616293799,none,1,2
377,0.820342315319022,1231.1112931772,none,1,6
378,0.821908336236907,61285.6282993242,none,1,4
379,0.821923508403382,5238091.35970698,none,1,7
380,0.822969384280692,2361.79159355949,none,1,5
381,0.823232133778325,475.187116701855,none,1,6
382,0.82404354890748,5349.99803970448,none,1,5
383,0.829187708310656,6132.38693961373,none,1,4
384,0.83141917211667,9236.70077262967,none,1,7
385,0.831996196743687,6511.08120500028,none,1,2
386,0.834453695849492,1816.40983797309,none,1,4
387,0.834856312571589,4675247.26663365,none,1,6
388,0.835821022486247,5465.0850165665,none,1,4
389,0.83659812836595,9053.65497408477,none,1,7
390,0.839135196274544,5709.7426135356,none,1,5
391,0.839148506553902,521.524191811618,none,1,5
392,0.84086803610489,9565.65804944014,none,1,6
393,0.84557960478937,9263.81483661583,none,1,8
394,0.845884042538793,1214.14024871452,none,1,6
395,0.846311970004257,1754.71271209543,none,1,6
396,0.846520403105116,1852.46480213815,none,1,2
397,0.846537269872367,5354.81774680042,none,1,5
398,0.848343450324334,619.774934156812,none,1,7
399,0.853669062223031,1630.60905897547,none,1,8
400,0.854234449378932,9663.34063477463,none,1,8
401,0.857475173084908,7102.89972200031,none,1,4
402,0.857636757106284,2110.09266788626,none,1,6
403,0.859451879714286,3798.4764306857,none,1,8
404,0.868128656255691,704.405777059864,none,1,8
405,0.873643981921817,5677.97475090866,none,1,4
406,0.875495831122332,6582.19466589432,none,1,5
407,0.880155391955566,4992.3991628797,none,1,6
408,0.882322133138355,6338.56159299937,none,1,4
409,0.88252513713287,6433.60657020793,none,1,3
410,0.884999855539752,4232.35303256415,none,1,5
411,0.885200612040549,1755.01241788676,none,1,8
412,0.887492543485229,4149.51541257492,none,1,6
413,0.88830302975693,9327.73641828481,none,1,5
414,0.891372671368499,4877.04456669438,none,1,8
415,0.891398883183912,1030.8952976562,none,1,8
416,0.894793508334468,7293.6224392787,none,1,7
417,0.895058825393503,6263.56990561976,none,1,7
418,0.895865381476934,8192.26456366629,none,1,7
419,0.896745505395783,5045.25355098144,none,1,5
420,0.897824796141423,1811.4357888132,none,1,8
421,0.898149461132782,4912.84631931198,none,1,4
422,0.900300763020665,737.10791490387,none,1,6
423,0.900697724719363,4737.00891929355,none,1,8
424,0.90167136952324,485540.532823862,none,1,6
425,0.901711423088493,2281.8577754951,none,1,3
426,0.903929392842097,1025.21387333118,none,1,8
427,0.905079189586184,5167.82028185233,none,1,3
428,0.908528712680913,1067.25495550937,none,1,2
429,0.913709857345477,3023.9541785143,none,1,5
430,0.914239849791002,7107.95604817913,none,1,8
431,0.927554729476222,6034.49352608409,none,1,2
432,0.930676565309915,1842.22410290089,none,1,7
433,0.930821249361739,9423.0087881462,none,1,8
434,0.93438246565479,8540.20130675516,none,1,4
435,0.934874147867195,5126226.96924253,none,1,6
436,0.937567523902551,1725.54021372444,none,1,7
437,0.93839879165421,1056.570900217,none,1,7
438,0.942389453367426,5288.57041204835,none,1,2
439,0.942429059997825,3614.10365651299,none,1,3
440,0.942822166316923,7529.87309842091,none,1,2
441,0.945040990831011,2474.22154590774,none,1,3
442,0.951044805898151,9800.74146007028,none,1,4
443,0.95255885235116,2418.5632399284,none,1,2
444,0.95442708257942,3299.1676411812,none,1,6
445,0.955487963719083,5128.10099889967,none,1,8
446,0.956593236521543,6908.68591900402,none,1,6
447,0.956767367125891,1568.46039062629,none,1,2
448,0.957147358135989,316.789486322412,none,1,7
449,0.959004274029492,7606.83832100354,none,1,6
450,0.959608618482523,3043.99139815798,none,1,3
451,0.959902761620818,1731.57616072318,none,1,3
452,0.959934644477816,9579.1162874911,none,1,4
453,0.962023858116978,9059.16053320658,none,1,7
454,0.967143400489774,1049.59631931072,none,1,7
455,0.969962403099729,8496.87721265244,none,1,7
456,0.971222434686569,7660.28022708784,none,1,2
457,0.973123752403447,1509388.09205965,none,1,2
458,0.973171749493335,7556.45911523399,none,1,3
459,0.976677196451221,1627.5169048497,none,1,5
460,0.977365327635428,9497.75088727493,none,1,8
461,0.981721591057977,3818.02924764311,none,1,3
462,0.985780393142912,8913093.72021496,none,1,4
463,0.987992164440164,1154.59480175189,none,1,6
464,0.991942280096728,1814.46750411954,none,1,8
465,0.992853161071006,7951.25608806298,none,1,2
466,0.993944463464453,2437730.72852456,none,1,3
467,0.998310020404572,5068.90404593849,none,1,8
468,0.998682428825976,1070.37026508393,none,1,7
469,1.00269789838108,7107.32819490763,none,1,2
470,1.00463995745816,9040959.27539455,none,1,8
471,1.00606410037812,6196.89046054956,none,1,4
472,1.00793067931588,3146.52978233004,none,1,2
473,1.00860532253995,486.679743131063,none,1,4
474,1.0128019258535,4028.75857176664,none,1,2
475,1.01324603509944,7159.31316149139,none,1,3
476,1.01451940651072,4743.06735288736,none,1,7
477,1.02271670682333,22306.9151068248,none,1,2
478,1.02528352173382,2258.80892643949,none,1,3
479,1.02662996579008,2111.65034498482,none,1,8
480,1.02709683728249,10841.7920197584,none,1,8
481,1.03056844172624,5147.51348247821,none,1,5
482,1.03249914788904,9953.79987118125,none,1,5
483,1.03312263224033,6117.80515315945,none,1,8
484,1.03795956946333,10169.9951268565,none,1,6
485,1.0394532430131,695.323074090542,none,1,4
486,1.04685468741011,7440.48636682282,none,1,7
487,1.04777920682956,1291.33971455862,none,1,5
488,1.04945060965414,9025.25170664216,none,1,8
489,1.0516254293884,3119.96685231414,none,1,8
490,1.05199004485614,5373.64136895739,none,1,7
491,1.05476878844285,5502.3409391534,none,1,8
492,1.05566293186342,2743.76053581808,none,1,6
493,1.06047569128672,3070.83141339626,none,1,8
494,1.06066393860669,9254.37521285871,none,1,6
495,1.06116027562084,3313.55621842385,none,1,7
496,1.06265399940005,2092.00071577983,none,1,3
497,1.06354711294145,1236.55911193874,none,1,6
498,1.06503576029472,9135.13077279408,none,1,8
499,1.06681236427599,4894.4282234249,none,1,2
500,1.06713813013409,3125.72880749201,none,1,6
501,1.06724473702246,1856.25117264914,none,1,3
502,1.07008133833217,338.242756238952,none,1,2
503,1.07111844339393,657.175174433405,none,1,3
504,1.07605457756687,26496.4137573532,none,1,6
505,1.07685598823809,11286.0211079008,none,1,4
506,1.07848265978073,6414.81261757116,none,1,7
507,1.08042653964177,3896.14702553848,none,1,7
508,1.08496828979041,1614.322862614,none,1,3
509,1.08664109285026,10760.8387825271,none,1,4
510,1.08703180926155,8099.24130907523,none,1,6
511,1.08771985394523,5019.91789781777,none,1,4
512,1.09119081257531,2426.8606921785,none,1,7
513,1.09134819207373,9207.15185754343,none,1,7
514,1.0915385407639,6937.88376468358,none,1,5
515,1.09489312258772,1163.1811325882,none,1,8
516,1.09652094155005,9047.02412643373,none,1,8
517,1.09705144259258,1380.05256764694,none,1,8
518,1.09720153839825,9001.35220363849,none,1,8
519,1.09755965108026,19078.9094493196,none,1,8
520,1.09846780187585,4375.79178331794,none,1,2
521,1.09987049568019,275.708385264964,none,1,7
522,1.10003996560393,64.614660961946,none,1,3
523,1.10105311034492,1011.04749362152,none,1,6
524,1.10266861655992,2208.28162043721,none,1,3
525,1.10307963905362,4204.12107075946,none,1,8
526,1.10966371208677,5832.08208380957,none,1,8
527,1.11220024583228,658.419341015799,none,1,4
528,1.11330478163121,2621.37221157902,none,1,2
529,1.11652706745916,1664.24062473907,none,1,6
530,1.11788359642581,6392.19919724771,none,1,4
531,1.12258399121878,12429.73286958,none,1,5
532,1.12376713303109,5452.43832021037,none,1,7
533,1.12627676098202,1112.10524274912,none,1,2
534,1.12683126387515,1366.88057551056,none,1,5
535,1.12751654953102,5214.46886244332,none,1,8
536,1.12983481221489,6961.41864874739,none,1,8
537,1.13080674410175,5792.87756713043,none,1,7
538,1.1325356094519,848.100296737098,none,1,4
539,1.13381040272224,4909.0510128102,none,1,6
540,1.13423065582524,5748.9231225264,none,1,5
541,1.1343050896238,1531.00909241883,none,1,8
542,1.13589553661948,9235.69885914431,none,1,7
543,1.14025381922465,5492.72299611129,none,1,3
544,1.14153194816242,1109.7927909699,none,1,7
545,1.14584712816784,1961.03039161314,none,1,6
546,1.15489110107859,5665.73292961267,none,1,5
547,1.15518507467069,6521.77249332817,none,1,6
548,1.15715862526388,3843.8177735444,none,1,8
549,1.15912134866228,16656.7801962353,none,1,5
550,1.16021633533487,707.226667233917,none,1,6
551,1.16104060835778,2144.16905971877,none,1,7
552,1.16195592672964,457555.752418688,none,1,8
553,1.16847447839401,7502.35651606598,none,1,2
554,1.168737837199,8957.69347436681,none,1,8
555,1.16913047309989,3194.46882428598,none,1,4
556,1.17167672801491,5931.93821063235,none,1,5
557,1.17480576471894,2396.20474267979,none,1,3
558,1.17645233735354,5342.82063637425,none,1,3
559,1.17991337077673,849.399115528041,none,1,7
560,1.18042300694642,2289.89420606588,none,1,6
561,1.18209229304618,4938.36049493013,none,1,6
562,1.18297634431136,576.315608150805,none,1,5
563,1.18503396254641,6338.6706972088,none,1,3
564,1.18553145230825,2138.5378734953,none,1,2
565,1.18579157083063,5965.61889053464,none,1,3
566,1.18702733946647,5401.87713959111,none,1,6
567,1.18834820177894,6165.03581209498,none,1,4
568,1.19337129343481,14248.975824653,none,1,6
569,1.19353908481625,8673.5304150719,none,1,7
570,1.19822074395387,21217.6326171623,none,1,4
571,1.19882235160501,12943.4856450292,none,1,3
572,1.19892503740334,2782.48621290802,none,1,8
573,1.20154325459371,8954.2878084863,none,1,6
574,1.20329601835267,6480.05320750984,none,1,2
575,1.2053626050021,5693.13921524706,none,1,5
576,1.20631869671612,6631.16512953302,none,1,6
577,1.21046177453679,1511.5723583038,none,1,2
578,1.21387763365597,8084.44079582552,none,1,5
579,1.21491701276939,8941.798763099,none,1,7
580,1.21918274138807,6400.74244728752,none,1,5
